,raw_code,book,author,URL,Prefix
0,"<div class=""product-shelf-tile product-shelf-tile-book bnBadgeHere columns-4"" tabindex=""-1"">
<input data-skutype=""book"" type=""hidden""/>
<input class=""ean-nos"" data-availability=""0"" type=""hidden"" value=""9781982156947""/>
<div class=""product-image-container plp-quick-add-cont"" tabindex=""-1"">
<div class=""product-shelf-image-cont plp-qa-img-cont"" data-match-height=""product-shelf-image"" tabindex=""-1"">
<div class=""product-shelf-image"" tabindex=""-1"">
<div class=""bn-banner-container bn-bestsellers"">
<div class=""bn-banner"">BESTSELLER</div>
<div class=""bn-triangle""></div>
</div>
<a class=""pImageLink"" href=""/w/solutions-and-other-problems-allie-brosh/1121844298?ean=9781982156947"" onclick=""set_cookie('rl_BrowseResults_Solutions-and-Other-Problems/Allie-Brosh_image');"" title=""Solutions and Other Problems""><img alt=""Title: Solutions and Other Problems, Author: Allie Brosh"" class=""full-shadow"" data-bottom-align="""" src=""//prodimage.images-bn.com/pimages/9781982156947_p0_v2_s192x300.jpg""/></a><span class=""product-shelf-favorite"" tabindex=""-1"">
<label data-aria-selected=""false"" data-toggle=""data-aria-selected"" id=""guest-label-score-9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"">
<svg overflow=""visible"" tabindex=""-1"" viewbox=""0 0 28 28"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
<use tabindex=""-1"" xlink:href=""#heart"">
<path d=""M14 26c-0.25 0-0.5-0.094-0.688-0.281l-9.75-9.406c-0.125-0.109-3.563-3.25-3.563-7 0-4.578 2.797-7.313 7.469-7.313 2.734 0 5.297 2.156 6.531 3.375 1.234-1.219 3.797-3.375 6.531-3.375 4.672 0 7.469 2.734 7.469 7.313 0 3.75-3.437 6.891-3.578 7.031l-9.734 9.375c-0.187 0.187-0.438 0.281-0.688 0.281z"" id=""heart""></path>
</use>
</svg>
<input alt=""Add to Favourite"" aria-checked=""false"" aria-label=""Add to Favourite"" data-classes=""tooltip tooltip-fav-book"" data-content=""#tooltip-added-wishlist_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" data-persistent=""false"" data-position=""auto-bottom-center"" data-target=""body"" data-toggle=""tooltip"" data-trigger=""manual"" id=""img-9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""favorites-book"" role=""checkbox"" tabindex=""0"" type=""checkbox"" value=""1""/>
</label>
<a class=""browseAddToWishlistLink wish-list-item hidden"" data-url=""/modals/account/add-to-wishlist-ra.jsp?skuId=9781982156947&amp;productId=prd9781982156947"" href=""#"" rel=""nofollow"">
<span class=""icon icon-collection-default""></span>
<span class=""anchor-text"">Add to Wishlist</span>
</a>
<form action=""/xhr/handler.jsp?_DARGS=/browse/includes/add-to-favourite_add.jsp"" class=""hidden"" data-messaging="".alert--error"" id=""addItemToWishlist1test_9781982156947"" method=""post"" name=""addItemToWishlist1test""><input name=""_dyncharset"" type=""hidden"" value=""UTF-8""/><input name=""_dynSessConf"" type=""hidden"" value=""-6093832497289797854""/><input class=""btn-submit"" id=""btnAddItemToWishlist_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" type=""submit"" value=""Add Item""/>
<input name=""/atg/commerce/gifts/GiftlistFormHandler.productId"" type=""hidden"" value=""prd9781982156947""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.productId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.catalogRefIds"" type=""hidden"" value=""9781982156947""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.catalogRefIds"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.quantity"" type=""hidden"" value=""1""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.quantity"" type=""hidden"" value="" ""/><input id=""owner_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""/atg/commerce/gifts/GiftlistFormHandler.owner"" type=""hidden"" value=""""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.owner"" type=""hidden"" value="" ""/><input id=""addGiftlistId_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value=""gl46007370328""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value=""My Wishlist""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value="" ""/><input id=""giftListName_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value=""""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.siteId"" type=""hidden"" value=""basicSite""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.siteId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.fromPage"" type=""hidden"" value=""browse""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.fromPage"" type=""hidden"" value="" ""/><input name=""amplifiHandler"" type=""hidden"" value=""/atg/commerce/gifts/GiftlistFormHandler.createOtherGiftlist""/>
<input name=""_DARGS"" type=""hidden"" value=""/browse/includes/add-to-favourite_add.jsp""/></form><form action=""/xhr/handler.jsp?_DARGS=/browse/includes/add-to-favourite_remove.jsp"" class=""hidden"" id=""frmRemoveGiftItemtest_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" method=""post""><input name=""_dyncharset"" type=""hidden"" value=""UTF-8""/><input name=""_dynSessConf"" type=""hidden"" value=""-6093832497289797854""/><input id=""removeGiftlistId_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value=""gl46007370328""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value="" ""/><input id=""removedItemId_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" name=""/atg/commerce/gifts/GiftlistFormHandler.removeGiftItemId"" type=""hidden"" value=""9781982156947""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.removeGiftItemId"" type=""hidden"" value="" ""/><input name=""amplifiHandler"" type=""hidden"" value=""/atg/commerce/gifts/GiftlistFormHandler.removeGiftItem""/>
<input iclass=""text-link"" type=""submit"" value=""Delete Item""/>
<input name=""_DARGS"" type=""hidden"" value=""/browse/includes/add-to-favourite_remove.jsp""/></form></span>
<script data-tooltip-content="""" id=""tooltip-added-wishlist_9781982156947_4a966f1b0b4d47ddaabf0454e90d41f4"" type=""text/tooltip"">
<div data-added class=""hidden"">
<p tabindex=""0"" class=""tooltip-message"" role=""alert"">Added to Wishlist</p>
</div>
<div data-removed class=""hidden"">
<p tabindex=""0"" class=""tooltip-message"" role=""alert"">Removed from Wishlist</p>
</div>
<div data-error-tooltip-add class=""hidden"">
<p tabindex=""0"" class=""tooltip-message-error"" role=""alert"">Sorry, we're currently unable to add this to your Wishlist</p>
</div>
<div data-error-tooltip-remove class=""hidden"">
<p tabindex=""0"" class=""tooltip-message-error"" role=""alert"">Sorry, we're currently unable to remove this from your Wishlist</p>
</div>
</script>
</div>
</div>
<div class=""quick-add"">
<a class=""btn-quick-add"" data-modal=""%data-modal-url%"" data-modal-class=""BN.Modal.Browse.Quickview"" data-modal-url=""/modals/search/quickview.jsp?isMarketplace=false"" data-price=""24.990000"" data-product-name=""Solutions and Other Problems"" data-quickview-url=""/w/solutions-and-other-problems-allie-brosh/1121844298?ean=9781982156947"" data-sku-id=""9781982156947"" data-sku-type=""book"" data-work-id=""1121844298"" href=""#"" role=""button"">QUICK ADD</a>
</div>
</div>
<div class=""product-shelf-info product-info-view text--left pl-qa-s"">
<div class=""product-shelf-title product-info-title pt-xs"">
<a class="""" href=""/w/solutions-and-other-problems-allie-brosh/1121844298?ean=9781982156947"" onclick=""set_cookie('rl_BrowseResults_Solutions-and-Other-Problems/Allie-Brosh_text');"" title=""Solutions and Other Problems"">Solutions and Other Problems</a></div>
<div class=""product-shelf-author pt-0"">
<span class=""by"">by</span> <a href=""/s/%22Allie Brosh%22?Ntk=P_key_Contributor_List&amp;Ns=P_Sales_Rank&amp;Ntx=mode+matchall"">Allie Brosh</a></div>
<div class=""product-shelf-pricing mt-xs"">
<div class=""current"">
<a class=""link"" href=""/w/solutions-and-other-problems-allie-brosh/1121844298?ean=9781982156947"" onclick=""set_cookie('rl_BrowseResults_Solutions-and-Other-Problems/Allie-Brosh_text');"" title=""Solutions and Other Problems""><span class=""format"">
Hardcover</span>
<span>
$24.99</span>
</a><span aria-label=""Old price was $30.00"" class=""previous"">$30.00</span>
<span class=""sr-only"">Current price is $24.99, Original price is $30.00.</span>
</div>
</div>
<div class=""plp-coupon hidden""></div>
<div aria-hidden=""true"" class=""mt-xs mb-xs plp-bopis-badge hidden"">
<div class=""availability-spacing flex"">
<div class=""bopis-icon"">
<span class=""icon-check""></span>
</div>
<p class=""ml-xxs bopis-badge-message mt-0 mb-0"">Available Online</p>
</div>
</div>
</div>
</div>"," Solutions and Other Problems, Author", Allie Brosh,/w/solutions-and-other-problems-allie-brosh/1121844298?ean=9781982156947,https://www.barnesandnoble.com
1,"<div class=""product-shelf-tile product-shelf-tile-book bnBadgeHere columns-4"" tabindex=""-1"">
<input data-skutype=""book"" type=""hidden""/>
<input class=""ean-nos"" data-availability=""0"" type=""hidden"" value=""9780062950826""/>
<div class=""product-image-container plp-quick-add-cont"" tabindex=""-1"">
<div class=""product-shelf-image-cont plp-qa-img-cont"" data-match-height=""product-shelf-image"" tabindex=""-1"">
<div class=""product-shelf-image"" tabindex=""-1"">
<div class=""bn-banner-container bn-newReleases"">
<div class=""bn-banner"">NEW RELEASE</div>
<div class=""bn-triangle""></div>
</div>
<a class=""pImageLink"" href=""/w/i-am-these-truths-sunny-hostin/1132090682?ean=9780062950826"" onclick=""set_cookie('rl_BrowseResults_I-Am-These-Truths/Sunny-Hostin_image');"" title=""I Am These Truths: A Memoir of Identity, Justice, and Living between Worlds""><img alt=""Title: I Am These Truths: A Memoir of Identity, Justice, and Living between Worlds, Author: Sunny Hostin"" class=""full-shadow"" data-bottom-align="""" src=""//prodimage.images-bn.com/pimages/9780062950826_p0_v2_s192x300.jpg""/></a><span class=""product-shelf-favorite"" tabindex=""-1"">
<label data-aria-selected=""false"" data-toggle=""data-aria-selected"" id=""guest-label-score-9780062950826_ee89c15fadae413d87335b1c03f9939d"">
<svg overflow=""visible"" tabindex=""-1"" viewbox=""0 0 28 28"" xmlns=""http://www.w3.org/2000/svg"" xmlns:xlink=""http://www.w3.org/1999/xlink"">
<use tabindex=""-1"" xlink:href=""#heart"">
<path d=""M14 26c-0.25 0-0.5-0.094-0.688-0.281l-9.75-9.406c-0.125-0.109-3.563-3.25-3.563-7 0-4.578 2.797-7.313 7.469-7.313 2.734 0 5.297 2.156 6.531 3.375 1.234-1.219 3.797-3.375 6.531-3.375 4.672 0 7.469 2.734 7.469 7.313 0 3.75-3.437 6.891-3.578 7.031l-9.734 9.375c-0.187 0.187-0.438 0.281-0.688 0.281z"" id=""heart""></path>
</use>
</svg>
<input alt=""Add to Favourite"" aria-checked=""false"" aria-label=""Add to Favourite"" data-classes=""tooltip tooltip-fav-book"" data-content=""#tooltip-added-wishlist_9780062950826_ee89c15fadae413d87335b1c03f9939d"" data-persistent=""false"" data-position=""auto-bottom-center"" data-target=""body"" data-toggle=""tooltip"" data-trigger=""manual"" id=""img-9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""favorites-book"" role=""checkbox"" tabindex=""0"" type=""checkbox"" value=""1""/>
</label>
<a class=""browseAddToWishlistLink wish-list-item hidden"" data-url=""/modals/account/add-to-wishlist-ra.jsp?skuId=9780062950826&amp;productId=prd9780062950826"" href=""#"" rel=""nofollow"">
<span class=""icon icon-collection-default""></span>
<span class=""anchor-text"">Add to Wishlist</span>
</a>
<form action=""/xhr/handler.jsp?_DARGS=/browse/includes/add-to-favourite_add.jsp"" class=""hidden"" data-messaging="".alert--error"" id=""addItemToWishlist1test_9780062950826"" method=""post"" name=""addItemToWishlist1test""><input name=""_dyncharset"" type=""hidden"" value=""UTF-8""/><input name=""_dynSessConf"" type=""hidden"" value=""-6093832497289797854""/><input class=""btn-submit"" id=""btnAddItemToWishlist_9780062950826_ee89c15fadae413d87335b1c03f9939d"" type=""submit"" value=""Add Item""/>
<input name=""/atg/commerce/gifts/GiftlistFormHandler.productId"" type=""hidden"" value=""prd9780062950826""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.productId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.catalogRefIds"" type=""hidden"" value=""9780062950826""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.catalogRefIds"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.quantity"" type=""hidden"" value=""1""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.quantity"" type=""hidden"" value="" ""/><input id=""owner_9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""/atg/commerce/gifts/GiftlistFormHandler.owner"" type=""hidden"" value=""""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.owner"" type=""hidden"" value="" ""/><input id=""addGiftlistId_9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value=""gl46007370328""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value=""My Wishlist""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value="" ""/><input id=""giftListName_9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value=""""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.eventName"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.siteId"" type=""hidden"" value=""basicSite""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.siteId"" type=""hidden"" value="" ""/><input name=""/atg/commerce/gifts/GiftlistFormHandler.fromPage"" type=""hidden"" value=""browse""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.fromPage"" type=""hidden"" value="" ""/><input name=""amplifiHandler"" type=""hidden"" value=""/atg/commerce/gifts/GiftlistFormHandler.createOtherGiftlist""/>
<input name=""_DARGS"" type=""hidden"" value=""/browse/includes/add-to-favourite_add.jsp""/></form><form action=""/xhr/handler.jsp?_DARGS=/browse/includes/add-to-favourite_remove.jsp"" class=""hidden"" id=""frmRemoveGiftItemtest_9780062950826_ee89c15fadae413d87335b1c03f9939d"" method=""post""><input name=""_dyncharset"" type=""hidden"" value=""UTF-8""/><input name=""_dynSessConf"" type=""hidden"" value=""-6093832497289797854""/><input id=""removeGiftlistId_9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value=""gl46007370328""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.giftlistId"" type=""hidden"" value="" ""/><input id=""removedItemId_9780062950826_ee89c15fadae413d87335b1c03f9939d"" name=""/atg/commerce/gifts/GiftlistFormHandler.removeGiftItemId"" type=""hidden"" value=""9780062950826""/><input name=""_D:/atg/commerce/gifts/GiftlistFormHandler.removeGiftItemId"" type=""hidden"" value="" ""/><input name=""amplifiHandler"" type=""hidden"" value=""/atg/commerce/gifts/GiftlistFormHandler.removeGiftItem""/>
<input iclass=""text-link"" type=""submit"" value=""Delete Item""/>
<input name=""_DARGS"" type=""hidden"" value=""/browse/includes/add-to-favourite_remove.jsp""/></form></span>
<script data-tooltip-content="""" id=""tooltip-added-wishlist_9780062950826_ee89c15fadae413d87335b1c03f9939d"" type=""text/tooltip"">
<div data-added class=""hidden"">
<p tabindex=""0"" class=""tooltip-message"" role=""alert"">Added to Wishlist</p>
</div>
<div data-removed class=""hidden"">
<p tabindex=""0"" class=""tooltip-message"" role=""alert"">Removed from Wishlist</p>
</div>
<div data-error-tooltip-add class=""hidden"">
<p tabindex=""0"" class=""tooltip-message-error"" role=""alert"">Sorry, we're currently unable to add this to your Wishlist</p>
</div>
<div data-error-tooltip-remove class=""hidden"">
<p tabindex=""0"" class=""tooltip-message-error"" role=""alert"">Sorry, we're currently unable to remove this from your Wishlist</p>
</div>
</script>
</div>
</div>
<div class=""quick-add"">
<a class=""btn-quick-add"" data-modal=""%data-modal-url%"" data-modal-class=""BN.Modal.Browse.Quickview"" data-modal-url=""/modals/search/quickview.jsp?isMarketplace=false"" data-price=""27.990000"" data-product-name=""I Am These Truths: A Memoir of Identity, Justice, and Living between Worlds"" data-quickview-url=""/w/i-am-these-truths-sunny-hostin/1132090682?ean=9780062950826"" data-sku-id=""9780062950826"" data-sku-type=""book"" data-work-id=""1132090682"" href=""#"" role=""button"">QUICK ADD</a>
</div>
</div>
<div class=""product-shelf-info product-info-view text--left pl-qa-s"">
<div class=""product-shelf-title product-info-title pt-xs"">
<a class="""" href=""/w/i-am-these-truths-sunny-hostin/1132090682?ean=9780062950826"" onclick=""set_cookie('rl_BrowseResults_I-Am-These-Truths/Sunny-Hostin_text');"" title=""I Am These Truths: A Memoir of Identity, Justice, and Living between Worlds"">I Am These Truths: A Memoir of…</a></div>
<div class=""product-shelf-author pt-0"">
<span class=""by"">by</span> <a href=""/s/%22Sunny Hostin%22?Ntk=P_key_Contributor_List&amp;Ns=P_Sales_Rank&amp;Ntx=mode+matchall"">Sunny Hostin</a></div>
<div class=""product-shelf-pricing mt-xs"">
<div class=""current"">
<a class=""link"" href=""/w/i-am-these-truths-sunny-hostin/1132090682?ean=9780062950826"" onclick=""set_cookie('rl_BrowseResults_I-Am-These-Truths/Sunny-Hostin_text');"" title=""I Am These Truths: A Memoir of Identity, Justice, and Living between Worlds""><span class=""format"">
Hardcover</span>
<span>
$27.99</span>
</a></div>
</div>
<div class=""plp-coupon hidden""></div>
<div aria-hidden=""true"" class=""mt-xs mb-xs plp-bopis-badge hidden"">
<div class=""availability-spacing flex"">
<div class=""bopis-icon"">
<span class=""icon-check""></span>
</div>
<p class=""ml-xxs bopis-badge-message mt-0 mb-0"">Available Online</p>
</div>
</div>
</div>
</div>", I Am These Truths, Sunny Hostin,/w/i-am-these-truths-sunny-hostin/1132090682?ean=9780062950826,https://www.barnesandnoble.com
